POSITION_X,POSITION_Y
3.9025546925665346,6.597449510878567
3.877195888792611,6.615652907095954
3.934023170158186,6.60057463438142
3.936856420479771,6.564617025311332
3.942586297180988,6.563534342294591
3.920494609945196,6.623173491660611
3.9626676068319,6.586308528237342
3.9760143242089603,6.584186226854442
3.964143508295147,6.566306728104617
3.9632530391341487,6.5296118006837975
3.978977006439203,6.521983120206233
4.012848918342642,6.519219779173823
3.9954539436552663,6.511278845671274
4.007812050707396,6.534202929648967
3.9849462179427277,6.524910665085968
3.956927020594535,6.528476105328907
3.967710081719105,6.530405578825406
3.9855559109443384,6.56369109630518
3.968464808846663,6.592138519118636
3.9751905025188514,6.62473618150066
3.9832281053141125,6.638744875764439
3.960796229620045,6.634902546014918
4.000569629358943,6.620760638693146
4.001730949775402,6.61933329245392
3.9810079689864004,6.64564427408059
3.9948683713573656,6.622622788116409
4.029479981678648,6.639997549330438
3.9798832221656797,6.622483289452339
4.0396514311267415,6.649453113119342
4.026386326506729,6.618996644899575
4.054970188637851,6.610496699900686
4.060069835894377,6.621647434289348
4.031399327164506,6.633463638791385
4.037110382126547,6.630985208615305
4.054313653828189,6.625938912498833
4.061471830343158,6.617210196961139
4.065945061526442,6.63254847792571
4.0845886870161925,6.656457046380516
4.090836317302329,6.6592938653284435
4.1227329617340125,6.716729381711286
4.11805112185613,6.700895800526248
4.096179918814733,6.71211401500401
4.081450843602085,6.718904976357728
4.102353675262186,6.742357331860722
4.097153312806619,6.733139988930435
4.113439892623314,6.715598549217886
4.090877945168337,6.719831314373049
